,Unnamed: 0,Artist,Genres,Followers,Popularity,Songs,Length
9139,9139,The Modernaires,['vocal harmony group'],369020,60,"['In the Mood', 'Moonlight Serenade', 'Pennsylvania 6-5000', 'Chattanooga Choo Choo', 'A String of Pearls', 'When You Wish Upon A Star', 'I Know Why (And So Do You) - (From ""Sun Valley Serenade"")', 'Sunrise Serenade', 'American Patrol', 'Perfidia']",10
9143,9143,The Moody Blues,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",827277,63,"['Nights In White Satin - Single Version / Mono Mix', 'Your Wildest Dreams', 'Melancholy Man', 'Tuesday Afternoon (Forever Afternoon)', 'Question', 'Go Now!', 'The Story In Your Eyes', 'Had To Fall In Love', 'Ride My See-Saw', ""I'm Just A Singer (In A Rock And Roll Band)""]",9
9144,9144,The Moon,"['dance pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",704339,78,"['death bed (coffee for your head)', 'Coffee', 'Tired', 'The Moon Song', 'Last Day On Earth', 'If You Want To', 'Dance with Me', 'She Plays Bass', 'death bed (feat. beabadoobee & blink-182) - bonus remix', 'Disappear']",10
9147,9147,The Mountain Goats,"['alternative rock', 'anti-folk', 'canadian indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",265009,61,"['No Children', 'This Year', 'Up the Wolves', 'Going to Georgia', 'The Best Ever Death Metal Band in Denton', 'Love Love Love', 'Dance Music', 'Rain in Soho', 'See America Right', 'Color in Your Cheeks']",10
9151,9151,The Naked And Famous,"['alternative dance', 'auckland indie', 'electropop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'kiwi rock', 'metropopolis', 'modern rock', 'shimmer pop']",659046,62,"['Young Blood', 'Punching In A Dream', 'Blinding Lights', 'Girls Like You', 'Higher', 'Hearts Like Ours', 'No Way', 'Everybody Knows', 'Sunseeker', 'All Of This']",10
9152,9152,The National,"['indie rock', 'modern rock', 'stomp and holler']",38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
9154,9154,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",5867953,86,"['Sweater Weather', 'Daddy Issues', 'Stargazing', 'Afraid', 'The Beach', 'Cry Baby', 'Wires', 'R.I.P. 2 My Youth', 'You Get Me So High', 'Reflections']",10
9158,9158,The Noise,['sleep'],331,61,"['White Noise - 10000 Hz', 'Big Fan Dulled', 'White Noise - 8000 Hz', 'White Noise - 9500 Hz', 'Cricks And Cracks', 'Infinite Ocean', 'Soothing Brown Noise', 'Box Fan', 'White Noise, Pt. 1', 'White Noise, Pt. 2']",10
9159,9159,The Noise Project,['white noise'],331,61,"['White Noise - 10000 Hz', 'Big Fan Dulled', 'White Noise - 8000 Hz', 'White Noise - 9500 Hz', 'Cricks And Cracks', 'Infinite Ocean', 'Soothing Brown Noise', 'Box Fan', 'White Noise, Pt. 1', 'White Noise, Pt. 2']",10
9161,9161,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",6210073,83,"['Hypnotize - 2014 Remaster', 'Juicy - 2005 Remaster', 'Big Poppa - 2005 Remaster', 'Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster', 'Old Thing Back (feat. Ja Rule and Ralph Tresvant)', 'Who Shot Ya? - 2005 Remaster', 'Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster', 'Gimme the Loot - 2005 Remaster', 'Notorious Thugs - 2014 Remaster', 'Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster']",10
9166,9166,The Oh Hellos,"['folk-pop', 'indie folk', 'indie pop', 'indiecoustica', 'san marcos tx indie', 'shimmer pop', 'stomp and holler']",253256,66,"['Soldier, Poet, King', 'Hello My Old Heart', 'Constellations', 'Thus Always To Tyrants', 'Dear Wormwood', 'Bitter Water', 'Like The Dawn', 'Cold Is The Night', 'I Have Made Mistakes', 'Theseus']",10
9169,9169,The Out-Siders,['american oi'],2945270,78,"['Hell Of A View', 'Springsteen', 'Drink In My Hand', 'Talladega', 'Record Year', 'Doing Life With Me', 'Stick That In Your Country Song', 'Smoke A Little Smoke', 'Some Of It', 'Round Here Buzz']",10
9172,9172,The Outsiders,['american oi'],2945270,78,"['Hell Of A View', 'Springsteen', 'Drink In My Hand', 'Talladega', 'Record Year', 'Doing Life With Me', 'Stick That In Your Country Song', 'Smoke A Little Smoke', 'Some Of It', 'Round Here Buzz']",10
9173,9173,The Paper Kites,"['australian indie folk', 'indie folk', 'stomp and holler']",486233,70,"['Bloom - Bonus Track', 'Paint', 'Arms', 'For All You Give (feat. Lucy Rose)', 'Woodland', 'Featherstone', 'On the Train Ride Home', 'Willow Tree March', 'Without Your Love (feat. Julia Stone)', 'Take Me Home (feat. Nadia Reid)']",10
9174,9174,The Partysquad,"['dutch hip hop', 'dutch pop', 'moombahton']",6178909,82,"['Lean On', 'Light It Up - Remix', 'Titans (feat. Sia & Labrinth)', 'Cold Water', 'ALREADY', 'Trigger', 'Que Calor (feat. J Balvin & El Alfa)', 'Pra te Machucar (feat. ÀTTØØXXÁ and Suku Ward)', 'Diplomatico (feat. Guaynaa)', ""C'est Cuit (feat. Aya Nakamura & Swae Lee)""]",9
9180,9180,The Pixels,['romanian rock'],264613,65,"['Guilty Conscience', 'Guilty Conscience - Tame Impala Remix', 'Honey', 'Morrow', 'Glitter', 'Use Me (feat. 070 Shake)', 'Under The Moon', 'Said', 'Flight319', 'Nice To Have']",10
9187,9187,The Presets,"['alternative dance', 'australian dance', 'australian indie', 'dance-punk', 'electronica', 'electropop', 'indietronica', 'new rave']",95711,63,"['HEART ATTACK (feat. lau.ra)', 'Paradise', 'Memories That You Call (feat. Monsoonsiren) - ODESZA & Golden Features VIP Remix', 'KEEP MOVING', 'KNOW ME (feat. Gallant)', 'Worship', 'Wolfie', 'Falling Out', 'Raka', 'Falls - Golden Features Remix']",10
9188,9188,The Presidents,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",419066,61,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",10
9189,9189,The Presidents Of The United States Of America,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",419066,61,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",10
9190,9190,The Pretty Reckless,"['alternative metal', 'candy pop']",1063872,67,"['Make Me Wanna Die', 'And So It Went [Feat. Tom Morello]', 'Heaven Knows', 'Death By Rock And Roll', 'Only Love Can Save Me Now [Feat. Matt Cameron & Kim Thayil]', 'Just Tonight', 'Take Me Down', 'My Medicine', 'You', 'Kill Me']",10
9192,9192,The Prodigy,"['big beat', 'breakbeat', 'hardcore techno', 'rave']",2069536,69,"['Breathe', 'Firestarter', 'Smack My Bitch Up', 'Out of Space', 'Omen', 'Voodoo People - Pendulum Mix', 'No Good (Start the Dance)', 'Voodoo People', 'Invaders Must Die', ""Warrior's Dance""]",9
9193,9193,The Prophet,"['j-poprock', 'j-rock', 'japanese alternative rock']",542344,68,"['Closer to the Sun', 'Collie Man', '2am', 'World on Fire (feat. Slightly Stoopid)', 'Wiseman', 'Choice Is Yours (with Slightly Stoopid)', 'This Joint', 'Officer', 'Mona June (feat. Angela Hunte)', 'Sweet Honey']",10
9200,9200,The Range,['soft rock'],251982,60,"['The Way It Is', 'Mandolin Rain', 'The Valley Road', 'Every Little Kiss', 'Cast-Off (feat. Justin Vernon)', 'The Way It Is', 'Black Muddy River', 'The Show Goes On', 'Look Out Any Window', 'Mandolin Rain']",10
9203,9203,The Ravens,"['doo-wop', 'rhythm and blues', 'vocal harmony group']",507266,64,"['My Axe', 'Hokus Pokus', 'The Neden Game', 'Boogie Woogie Wu', 'Juggalo Homies', 'To Catch a Predator', 'What Is A Juggalo?', 'Chop Chop Slide', 'Great Milenko', 'In My Room']",10
9212,9212,The Revivalists,"['indie folk', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']",274501,63,"['Wish I Knew You', 'Soulfight', 'It Was A Sin', 'Keep Going', 'All My Friends', 'Change', 'Catching Fireflies', 'Otherside Of Paradise', 'Stand Up', 'Gold To Glass']",10
9216,9216,The Romantics,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock', 'synthpop']",249198,60,"['What I Like About You', 'Talking In Your Sleep', 'One in a Million', 'Rock You Up', 'When I Look In Your Eyes', 'Got Me Where You Want Me', 'Shake A Tail Feather', 'Rock You Up', 'Love Me to the Max', 'Open Up Your Door']",10
9218,9218,The Roots,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'political hip hop', 'southern hip hop']",1031400,66,"['You Got Me', 'The Seed (2.0)', 'What They Do', 'The Fire', 'Mellow My Man', 'Wake up Everybody (feat. Common & Melanie Fiona)', 'Guns Are Drawn', 'Right On', 'My Shot (feat. Busta Rhymes, Joell Ortiz & Nate Ruess) - Rise Up Remix', 'Little Ghetto Boy (feat. Black Thought)']",10
9222,9222,The Score,"['modern alternative rock', 'modern rock']",798433,76,"['Unstoppable', 'Legend', 'Revolution', 'Born For This', 'Stronger', 'The Fear', 'Higher', 'Glory', 'Dreamin (with blackbear)', 'On And On']",10
9227,9227,The Shins,"['albuquerque indie', 'alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']",1033474,67,"['New Slang', 'Australia', 'Simple Song', 'Caring Is Creepy', 'Phantom Limb', 'Sleeping Lessons', 'The Great Divide - Flipped', 'The Past And Pending', 'So Says I', 'The Great Divide']",10
9229,9229,The Simpsons,['comic'],11977172,83,"['Basket Case', 'American Idiot', 'Wake Me up When September Ends', '21 Guns', 'Good Riddance (Time of Your Life)', 'Boulevard of Broken Dreams', 'When I Come Around', 'Holiday / Boulevard of Broken Dreams', 'Brain Stew', 'Holiday']",10
9233,9233,The Slip,['jam band'],6993434,80,"['Duality', 'Before I Forget', 'Unsainted', 'The Devil in I', 'Psychosocial', 'Wait and Bleed', 'Nero Forte', 'Snuff', 'Vermilion, Pt. 2', 'All Out Life']",10
9234,9234,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",3255009,75,"['1979 - Remastered 2012', 'Bullet With Butterfly Wings - Remastered 2012', 'Tonight, Tonight - Remastered 2012', 'Disarm - Remastered', 'Cherub Rock - Remastered 2011', 'Today - Remastered', 'Zero - Remastered 2012', 'Drown', 'Landslide - Remastered', 'Today']",10
9238,9238,The Sorrows,"['australian country', 'australian pop', 'australian rock']",644837,78,"['Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1', 'On The Nature Of Daylight', 'The Departure', 'Dream 1 (before the wind blows it all away) - Pt. 1', 'A Catalogue Of Afternoons', 'Mirrors', 'Dream 1 (before the wind blows it all away) - Pt. 8', 'Written On The Sky', 'To The Stars', ""Vladimir's Blues""]",9
9241,9241,The Sound,"['environmental', 'water']",4673131,79,"['Down with the Sickness', 'The Sound of Silence', 'Stricken', 'Indestructible', 'Inside the Fire', 'The Vengeful One', 'Land of Confusion', 'Ten Thousand Fists', 'Warrior', 'No More']",10
9243,9243,The Source,['progressive jazz fusion'],59036,73,"['Mood Swings', 'White Lie', 'Ambient Gold', 'Cutting Rain Drops', 'Deja Vu', 'Lavender Tower', 'Fly Me High', 'Macha', 'White Noise', 'Cherry Blossom Skies']",10
9247,9247,The Spits,"['garage pop', 'garage punk', 'hardcore punk', 'indie garage rock', 'indie punk', 'punk', 'punk blues']",5721435,87,"['The Spins', 'Self Care', 'Good News', 'Weekend (feat. Miguel)', 'Blue World', 'Dang! (feat. Anderson .Paak)', 'Come Back to Earth', 'My Favorite Part', 'Ladders', 'Small Worlds']",10
9253,9253,The Stone Roses,"['alternative rock', 'britpop', 'madchester', 'modern rock', 'rock']",1071636,65,"['I Wanna Be Adored - Remastered', 'Waterfall - Remastered', 'Fools Gold - Remastered', 'She Bangs the Drums - Remastered', 'Love Spreads', 'I Am the Resurrection - Remastered', 'Sally Cinnamon - Single Mix', 'Made of Stone - Remastered', 'This Is the One - Remastered', 'Shoot You Down - Remastered']",10
9256,9256,The Strangers,['bakersfield sound'],656134,69,"['Rosyln', 'The Melting Of The Sun', 'Pay Your Way In Pain', 'Chalk Tablet Towers (feat. St Vincent)', 'Los Ageless', 'New York', 'Fast Slow Disco', 'Masseduction', 'Cruel', 'Pills']",10
9257,9257,The Stranglers,"['art rock', 'dance rock', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'rock', 'ska', 'synthpop', 'zolo']",384083,62,"['Golden Brown', 'Always The Sun - Sunny Side Up Mix', 'Peaches - 1996 Remaster', 'No More Heroes - 1996 Remaster', 'Skin Deep', 'Hanging Around - 1996 Remaster', 'Walk on By', 'Strange Little Girl', 'Duchess', '(Get A) Grip [on Yourself] - 1996 Remaster']",10
9259,9259,The Strings of the Philadelphia Orchestra,['string orchestra'],959572,71,"['Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)', 'Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13 Waltz of the Flowers', 'Album for the Young, Op. 39: No. 3. Mamma (Maman)', 'Six Pieces, Op. 51, TH 143: 6. Valse sentimentale. Tempo di Valse', 'Swan Lake', 'Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse', 'El Lago De Los Cisnes - Op. 20, Acto II: 10. Scene (Moderato)', 'Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14 Pas de deux']",10
9260,9260,The Strokes,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",3695266,80,"['The Adults Are Talking', 'Reptilia', 'Last Nite', 'You Only Live Once', 'Selfless', 'Call It Fate, Call It Karma', 'Bad Decisions', 'Under Cover of Darkness', 'Someday', 'Ode To The Mets']",10
9262,9262,The Struts,"['glam rock', 'modern alternative rock', 'modern rock']",256865,61,"['Could Have Been Me', 'Body Talks', 'Body Talks (feat. Kesha)', 'Kiss This', 'Wild Child (with Tom Morello)', 'Strange Days (with Robbie Williams)', 'In Love With A Camera', 'One Night Only', 'Mary Go Round', 'Put Your Money On Me']",10
9265,9265,The Suburbs,['minneapolis indie'],1918315,71,"['Wake Up', 'The Suburbs', 'Rebellion (Lies)', 'Everything Now', 'My Body Is a Cage', 'Put Your Money on Me', 'Ready to Start', 'Reflektor', 'Dimensions', 'Neighborhood #1 (Tunnels)']",10
9274,9274,The Tallest Man On Earth,"['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",587658,60,"['Love is All', 'Rivers', 'The Gardener', 'The Dreamer', 'King of Spain', 'I’m A Stranger Now', 'I Love You. It’s A Fever Dream.', 'An Ocean', 'Somewhere in the Mountains, Somewhere in New York', 'Where Do My Bluebird Fly']",10
9275,9275,The Temper Trap,"['alternative dance', 'australian indie', 'indie pop', 'indie rock', 'modern rock']",610442,64,"['Sweet Disposition', 'Sweet Disposition (Vintage Culture & Lazy Bear Remix)', 'Love Lost', 'Fader', 'Sweet Disposition - Camille Luciani Mix', 'Sweet Disposition - Bootleg', 'Soldier On', 'Dancing In The Dark (triple j Like A Version)', 'Sweet Disposition - Axwell & Dirty South Remix', 'Trembling Hands']",10
9283,9283,The Tragically Hip,"['canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock']",703737,63,"['Bobcaygeon', 'New Orleans Is Sinking', 'Wheat Kings', 'Ahead By A Century', 'Long Time Running', '38 Years Old', 'Little Bones', 'Blow At High Dough', 'Grace, Too', ""Fiddler's Green""]",9
9289,9289,The United States Of America,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",419066,61,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",10
9290,9290,The Unlikely Candidates,"['fort worth indie', 'indie poptimism', 'modern alternative rock', 'modern rock', 'rock']",140317,60,"['Novocaine', 'Oh My Dear Lord', 'Call My Name', 'High Low', 'Bells', 'Your Love Could Start a War', 'Violence', 'Trampoline', 'Follow My Feet', 'Invincible']",10
9298,9298,The Veronicas,"['australian pop', 'candy pop', 'dance pop', 'electropop', 'girl group', 'pop', 'pop dance', 'post-teen pop']",752061,62,"['Untouched', '4ever', 'In My Blood', 'On Your Side', 'You Ruin Me', 'If You Love Someone', 'Biting My Tongue', 'GODZILLA', 'Think of Me', ""Everything I'm Not""]",9
9305,9305,The Wallflowers,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",545012,61,"['One Headlight', '6th Avenue Heartache', 'Three Marlenas', 'The Difference', '6th Avenue Heartache - Radio Edit', 'Sleepwalker', 'Roots And Wings', 'Into The Mystic', 'Josephine', 'Bleeders']",10
9307,9307,The Wanted,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",2227250,69,"['Glad You Came', 'Chasing The Sun', 'Walks Like Rihanna', 'We Own The Night', 'Could This Be Love', 'I Found You', 'Heartbreak Story', 'Lightning', 'Show Me Love (America)', 'Heart Vacancy']",10
9308,9308,The War On Drugs,"['indie rock', 'philly indie']",681721,64,"['Red Eyes', 'Thinking of a Place', 'Pain', 'Under The Pressure', 'Holding On', 'Strangest Thing', 'An Ocean In Between The Waves', 'Burning', 'Suffering', 'Eyes To The Wind']",10
9326,9326,The Wood Brothers,"['blues rock', 'deep new americana', 'funk', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",175082,60,"['Luckiest Man', 'Postcards From Hell', 'I Got Loaded', 'The Muse', 'Sing About It', 'Keep Me Around', 'River Takes the Town', 'Little Bit Sweet', 'Happiness Jones', 'Honey Jar']",10
9327,9327,The Word Alive,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore']",260848,66,"['Someone You Loved', 'Why Am I Like This?', 'NO WAY OUT', 'Misery', 'Trapped', 'MONOMANIA', 'Lighthouse', 'Heartless', 'Life Cycles', 'Pardon Me']",10
9328,9328,The Worship Initiative,"['anthem worship', 'ccm', 'indiecoustica', 'roots worship', 'world worship']",18542,61,"[""You're Beautiful"", 'Heart of Worship', 'Goodness of God', 'How He Loves Us', 'You’re Worthy of It All', 'Great Is Thy Faithfulness', 'Before the Throne of God Above', 'Catch Me Singing - Live', 'Graves into Gardens', 'Sovereign Over Us']",9
9329,9329,The Wrecks,"['la indie', 'modern alternative rock', 'modern rock', 'rock']",97270,60,"['Favorite Liar', 'Fvck Somebody', 'Freaking Out', 'James Dean', 'Out Of Style', 'I Want My Life Back Now', 'Infinitely Ordinary', 'Never Learn (feat. The Wrecks)', 'Figure This Out', 'Static']",10
