name,i,the,you,to,and,a,me,it,not,in,my,is,of,your,that,do,on,are,we,am,will,all,for,no,be,have,love,so,know,this,but,with,what,just,when,like,now,que,time,can,come,de,there,go,up,oh,la,one,they
Little Texas,3.0,5.0,0.0,5.0,7.0,16.0,5.0,12.0,11.0,3.0,4.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
The Whispers,20.0,6.0,9.0,7.0,3.0,2.0,3.0,3.0,1.0,10.0,9.0,3.0,0.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,3.0,5.0,1.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Grand Puba,18.0,32.0,7.0,9.0,9.0,12.0,3.0,40.0,3.0,7.0,7.0,21.0,2.0,1.0,16.0,2.0,8.0,0.0,33.0,3.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,8.0,6.0,19.0,4.0,6.0,1.0,0.0,1.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0
Dirty Projectors,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Elvis Crespo,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rogue Traders,15.0,0.0,13.0,6.0,5.0,1.0,11.0,3.0,4.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghoti Hook,6.0,7.0,13.0,12.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Louis Logic,8.0,39.0,34.0,19.0,22.0,12.0,3.0,11.0,10.0,17.0,0.0,19.0,14.0,10.0,8.0,6.0,4.0,7.0,9.0,3.0,3.0,6.0,1.0,2.0,4.0,4.0,1.0,3.0,10.0,6.0,10.0,13.0,3.0,7.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,2.0,1.0
Persiana Jones,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Edoardo Vianello,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Athlete,17.0,8.0,28.0,14.0,1.0,8.0,10.0,9.0,6.0,1.0,0.0,4.0,2.0,5.0,2.0,4.0,0.0,4.0,2.0,3.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0
Atrox,4.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
Sondre Lerche,11.0,1.0,16.0,6.0,4.0,1.0,1.0,9.0,3.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,6.0,4.0,0.0,2.0,7.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Silje Nergaard,0.0,12.0,14.0,3.0,7.0,4.0,0.0,3.0,7.0,4.0,0.0,6.0,3.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0
Jakalope,29.0,15.0,18.0,18.0,5.0,3.0,19.0,3.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,6.0,3.0,10.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Agnostic Front,10.0,4.0,0.0,3.0,3.0,1.0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
Jessica Simpson,20.0,7.0,18.0,2.0,1.0,1.0,3.0,0.0,9.0,5.0,0.0,1.0,1.0,12.0,9.0,8.0,13.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Spineshank,28.0,3.0,12.0,13.0,1.0,7.0,11.0,6.0,2.0,0.0,9.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,9.0,0.0,2.0,0.0,4.0,8.0,0.0,5.0,7.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Code,1.0,16.0,2.0,11.0,11.0,3.0,1.0,4.0,6.0,9.0,0.0,1.0,4.0,8.0,2.0,2.0,1.0,6.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Plushgun,16.0,12.0,7.0,3.0,13.0,1.0,0.0,2.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bratz,28.0,16.0,25.0,14.0,3.0,10.0,15.0,14.0,6.0,8.0,6.0,9.0,5.0,2.0,4.0,5.0,7.0,3.0,1.0,9.0,2.0,2.0,6.0,0.0,11.0,1.0,6.0,2.0,2.0,6.0,5.0,0.0,5.0,4.0,1.0,3.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0
Billy Joel,9.0,5.0,11.0,6.0,15.0,4.0,1.0,8.0,0.0,2.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Changing Faces,11.0,6.0,8.0,6.0,1.0,4.0,2.0,3.0,7.0,0.0,0.0,6.0,1.0,3.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,4.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
Elio e le Storie Tese,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
The Mountain Goats,7.0,13.0,5.0,2.0,4.0,0.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16 Horsepower,8.0,3.0,4.0,8.0,0.0,1.0,1.0,2.0,5.0,6.0,7.0,6.0,1.0,2.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opeth,3.0,2.0,7.0,3.0,1.0,3.0,8.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
Damien Jurado,1.0,6.0,11.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Das EFX,47.0,26.0,3.0,5.0,19.0,4.0,6.0,14.0,2.0,2.0,9.0,5.0,0.0,1.0,13.0,2.0,3.0,0.0,0.0,20.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,13.0,2.0,4.0,1.0,3.0,8.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
Scissor Sisters,7.0,11.0,7.0,4.0,3.0,4.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
Turin Brakes,3.0,18.0,4.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,9.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Soul Embraced,1.0,4.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirt Nasty,31.0,13.0,1.0,12.0,10.0,10.0,10.0,16.0,5.0,3.0,7.0,2.0,0.0,7.0,4.0,1.0,15.0,0.0,0.0,16.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,23.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Mayday Parade,0.0,19.0,0.0,4.0,16.0,19.0,1.0,2.0,2.0,3.0,3.0,2.0,14.0,21.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0,1.0,1.0
The Jenkins,3.0,6.0,9.0,3.0,6.0,0.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,8.0,2.0,3.0,1.0,3.0,13.0,0.0,4.0,9.0,1.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Eskju Divine,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clanton,12.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eels,12.0,2.0,16.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WIZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Overcome,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chiclete Com Banana,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bain Mattox,3.0,1.0,0.0,9.0,4.0,7.0,0.0,12.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandhärd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mansun,0.0,17.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Ethiopians,4.0,9.0,2.0,4.0,6.0,9.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Los Delinqüentes,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
Gigi D'Alessio,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Hybrid,4.0,3.0,6.0,2.0,4.0,4.0,5.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
Eric Carmen,10.0,5.0,11.0,5.0,2.0,4.0,8.0,17.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Covenant,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gal Costa,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VS,33.0,11.0,37.0,9.0,5.0,0.0,11.0,11.0,2.0,0.0,5.0,4.0,1.0,9.0,16.0,7.0,2.0,4.0,6.0,1.0,0.0,4.0,2.0,0.0,10.0,0.0,19.0,0.0,2.0,6.0,0.0,4.0,2.0,0.0,6.0,23.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0
Fabrizio Moro,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AutoVaughn,0.0,1.0,8.0,0.0,7.0,0.0,0.0,7.0,8.0,3.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,5.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,0.0
Unshine,0.0,6.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
The Geraldine Fibbers,6.0,3.0,3.0,8.0,3.0,1.0,11.0,1.0,2.0,3.0,7.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Chris Cornell,12.0,8.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,9.0,6.0,2.0,6.0,3.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Melissa Etheridge,31.0,8.0,12.0,17.0,7.0,3.0,9.0,6.0,4.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,9.0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Kurtis Blow,13.0,3.0,23.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,10.0,1.0,5.0,1.0,3.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
The Awakening,0.0,12.0,5.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Adina Howard,12.0,4.0,27.0,7.0,6.0,1.0,5.0,6.0,7.0,2.0,27.0,3.0,1.0,1.0,3.0,8.0,14.0,3.0,2.0,3.0,2.0,2.0,6.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,5.0,3.0,4.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
Faith Hill,14.0,4.0,9.0,17.0,7.0,1.0,8.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,11.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
Roger Clyne & The Peacemakers,8.0,14.0,10.0,7.0,11.0,8.0,3.0,1.0,0.0,3.0,1.0,2.0,6.0,3.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0
mind.in.a.box,6.0,10.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,8.0,1.0,0.0,3.0,0.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
Shyheim,14.0,7.0,5.0,11.0,13.0,4.0,3.0,7.0,5.0,7.0,12.0,6.0,1.0,2.0,5.0,1.0,3.0,0.0,1.0,4.0,4.0,6.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,4.0
La Quinta Estación,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Tue West,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pop Levi,30.0,32.0,0.0,15.0,0.0,11.0,3.0,2.0,1.0,7.0,30.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
